	Price	Baths	Land size	Beds	House size	Seller_type	town	district
6642	13500000	1	12.4	2	1900.0	Member	 Badulla City	  Badulla
6643	17000000	1	9.5	2	5.5	Premium-Member	 Kandana	  Gampaha
6644	9500000	1	9.5	3	1300.0	Premium-Member	 Kaduwela	  Colombo
6645	5000000	1	11.0	3	375.0	Premium-Member	 Hingurakgoda	  Polonnaruwa
6646	19500000	2	12.5	3	2000.0	Premium-Member	 Negombo	  Gampaha
6647	14000000	3	12.0	4	3700.0	Member	 Kaduwela	  Colombo
6648	45000000	4	7.9	6	1500.0	Premium-Member	 Rajagiriya	  Colombo
6649	9900000	1	10.0	3	1325.0	Premium-Member	 Negombo	  Gampaha
6650	55000000	2	4.0	3	1500.0	Premium-Member	 Colombo 5	  Colombo
6651	40000000	4	10.0	5	3000.0	Premium-Member	 Piliyandala	  Colombo
6652	26000000	3	7.0	4	2200.0	Premium-Member	 Piliyandala	  Colombo
6653	130000000	7	20.5	5	5200.0	Premium-Member	 Wattala	  Gampaha
6654	26000000	3	8.5	4	2500.0	Premium-Member	 Piliyandala	  Colombo
6655	165000000	3	16.3	5	3500.0	Premium-Member	 Colombo 5	  Colombo
6656	25000000	4	15.3	5	3527.0	Premium-Member	 Kadawatha	  Gampaha
6657	29500000	3	14.5	4	2751.0	Premium-Member	 Kandana	  Gampaha
6658	9000000	1	6.0	2	1633.5	Premium-Member	 Moratuwa	  Colombo
6659	13000000	1	11.75	3	1100.0	Premium-Member	 Kandana	  Gampaha
6660	29500000	2	10.0	4	2000.0	Premium-Member	 Kandana	  Gampaha
6661	35000000	2	10.0	5	2300.0	Premium-Member	 Kandana	  Gampaha
6662	31000000	3	30.0	3	3000.0	Premium-Member	 Kandana	  Gampaha
6663	44000000	4	12.5	5	6500.0	Premium-Member	 Talawatugoda	  Colombo
6664	36000000	2	20.0	4	1500.0	Premium-Member	 Rajagiriya	  Colombo
6665	28500000	4	15.0	4	3000.0	Premium-Member	 Piliyandala	  Colombo
6666	25500000	3	7.5	4	2550.0	Premium-Member	 Piliyandala	  Colombo
6667	120000000	6	60.0	6	7000.0	Premium-Member	 Nittambuwa	  Gampaha
6668	19500000	2	21.5	3	1500.0	Premium-Member	 Piliyandala	  Colombo
6669	44000000	4	7.7	4	3500.0	Premium-Member	 Talawatugoda	  Colombo
6670	65000000	3	54.0	4	4750.0	Premium-Member	 Kandana	  Gampaha
6671	50000000	3	14.0	4	2450.0	Premium-Member	 Dehiwala	  Colombo
6672	62000000	2	9.2	3	1500.0	Premium-Member	 Nawala	  Colombo
6673	14000000	2	7.2	2	1500.0	Premium-Member	 Boralesgamuwa	  Colombo
6674	120000000	4	19.0	4	11000.0	Premium-Member	 Battaramulla	  Colombo
6675	50000000	4	13.5	7	3500.0	Premium-Member	 Dehiwala	  Colombo
6676	2500000	1	1.0	2	272.0	Member	 Colombo 9	  Colombo
6677	31000000	4	10.41	7	3000.0	Premium-Member	 Battaramulla	  Colombo
6678	16000000	2	6.6	4	2338.0	Member	 Piliyandala	  Colombo
6679	22500000	2	9.5	5	2200.0	Premium-Member	 Kandana	  Gampaha
6680	14500000	2	14.0	3	1500.0	Member	 Kesbewa	  Colombo
6681	28500000	6	15.0	6	4800.0	Premium-Member	 Kandana	  Gampaha
6682	14500000	2	5.6	2	1250.0	Member	 Maharagama	  Colombo
6683	22000000	2	6.5	3	2500.0	Premium-Member	 Kandana	  Gampaha
6684	26500000	4	11.0	10	2500.0	Premium-Member	 Nugegoda	  Colombo
6685	22500000	2	15.5	4	4100.0	Premium-Member	 Kandana	  Gampaha
6686	13500000	3	6.0	5	2000.0	Member	 Maharagama	  Colombo
6687	10000000	2	10.0	4	3891.0	Member	 Ja-Ela	  Gampaha
6688	5000000	1	10.0	2	1050.0	Member	 Galewela	  Matale
6689	19000000	2	10.0	3	1700.0	Premium-Member	 Kandana	  Gampaha
6690	55000000	6	12.9	6	4000.0	Premium-Member	 Boralesgamuwa	  Colombo
6691	29500000	3	8.0	4	3000.0	Premium-Member	 Kandana	  Gampaha
6692	31500000	3	10.0	3	2639.0	Premium-Member	 Kandana	  Gampaha
6693	26500000	3	10.5	4	3150.0	Premium-Member	 Negombo	  Gampaha
6694	29000000	4	20.0	6	5455.0	Premium-Member	 Ragama	  Gampaha
6695	30000000	3	20.0	4	4700.0	Premium-Member	 Ragama	  Gampaha
6696	20000000	2	13.5	4	3000.0	Premium-Member	 Ragama	  Gampaha
6697	17300000	2	6.0	3	2200.0	Premium-Member	 Ragama	  Gampaha
6698	9900000	1	10.0	3	1400.0	Premium-Member	 Negombo	  Gampaha
6699	12000000	2	6.5	4	1500.0	Premium-Member	 Piliyandala	  Colombo
6700	26500000	3	10.0	4	3500.0	Premium-Member	 Negombo	  Gampaha
6701	30500000	3	7.5	4	3200.0	Premium-Member	 Piliyandala	  Colombo
6702	13500000	2	6.8	3	1500.0	Premium-Member	 Kesbewa	  Colombo
6703	36000000	4	8.5	4	3100.0	Premium-Member	 Piliyandala	  Colombo
6704	28500000	4	8.0	4	2900.0	Premium-Member	 Piliyandala	  Colombo
6705	25500000	3	6.2	4	2600.0	Premium-Member	 Piliyandala	  Colombo
6706	28500000	4	7.7	5	2500.0	Premium-Member	 Piliyandala	  Colombo
6707	25000000	4	6.25	4	3500.0	Member	 Wattala	  Gampaha
6708	11000000	3	13.0	3	1800.0	Premium-Member	 Negombo	  Gampaha
6709	54000000	4	15.2	5	3750.0	Premium-Member	 Talawatugoda	  Colombo
6710	18500000	3	15.0	3	2150.0	Premium-Member	 Negombo	  Gampaha
6711	140000000	6	7.0	8	4800.0	Premium-Member	 Colombo 5	  Colombo
6712	32500000	3	23.6	8	2500.0	Premium-Member	 Moratuwa	  Colombo
6713	28000000	2	8.0	3	2200.0	Premium-Member	 Malabe	  Colombo
6714	65000000	4	11.8	5	3000.0	Premium-Member	 Dehiwala	  Colombo
6715	13000000	2	11.0	4	2750.0	Premium-Member	 Negombo	  Gampaha
6716	35000000	3	10.0	4	2723.0	Premium-Member	 Athurugiriya	  Colombo
6717	38000000	3	10.0	4	2520.0	Premium-Member	 Athurugiriya	  Colombo
6718	11500000	2	10.0	4	2900.0	Member	 Galle City	  Galle
6719	9000000	1	40.0	4	6000.0	Premium-Member	 Nawalapitiya	  Kandy
6720	44000000	4	9.0	4	2900.0	Premium-Member	 Battaramulla	  Colombo
6721	7200000	2	12.0	3	1248.0	Member	 Galle City	  Galle
6722	33000000	3	8.0	4	3500.0	Premium-Member	 Kottawa	  Colombo
6723	28500000	4	8.5	4	2643.0	Premium-Member	 Piliyandala	  Colombo
6724	4800000	1	1.0	2	272.25	Member	 Colombo 10	  Colombo
6725	6000000	1	9.0	3	1200.0	Member	 Kalutara City	  Kalutara
6726	32000000	4	7.3	3	2750.0	Premium-Member	 Wattala	  Gampaha
6727	28500000	2	6.0	3	2000.0	Premium-Member	 Wattala	  Gampaha
6728	28000000	2	10.0	3	2000.0	Premium-Member	 Wattala	  Gampaha
6729	21000000	2	7.14	3	2800.0	Premium-Member	 Wattala	  Gampaha
6730	69500000	5	24.0	5	4400.0	Premium-Member	 Wattala	  Gampaha
6731	41500000	2	19.0	3	2400.0	Premium-Member	 Wattala	  Gampaha
6732	19800000	3	5.5	4	1642.0	Premium-Member	 Wattala	  Gampaha
6733	30000000	1	20.0	3	1600.0	Premium-Member	 Wattala	  Gampaha
6734	45000000	4	12.0	4	2260.0	Premium-Member	 Wattala	  Gampaha
6735	44000000	4	7.7	4	3500.0	Premium-Member	 Battaramulla	  Colombo
6736	120000000	3	30.0	5	5000.0	Premium-Member	 Nugegoda	  Colombo
6737	32000000	4	7.3	3	2750.0	Member	 Wattala	  Gampaha
6738	4500000	1	40.0	5	1600.0	Premium-Member	 Tissamaharama	  Hambantota
6739	19500000	2	5.5	4	2250.0	Premium-Member	 Moratuwa	  Colombo
6740	5800000	1	11.0	1	1127.0	Member	 Ahangama	  Galle
6741	16500000	3	10.1	3	2150.0	Premium-Member	 Talawatugoda	  Colombo
6742	18000000	2	6.8	2	1500.0	Premium-Member	 Athurugiriya	  Colombo
6743	55000000	6	15.0	5	4800.0	Premium-Member	 Maharagama	  Colombo
6744	19500000	1	9.0	2	2200.0	Premium-Member	 Kottawa	  Colombo
6745	30000000	4	16.4	6	2700.0	Premium-Member	 Moratuwa	  Colombo
6746	33000000	2	13.3	5	3000.0	Premium-Member	 Kottawa	  Colombo
6747	14900000	1	17.0	3	1800.0	Member	 Narammala	  Kurunegala
6748	32500000	3	9.0	5	3400.0	Premium-Member	 Maharagama	  Colombo
6749	6500000	2	3.5	2	916.0	Member	 Wellampitiya	  Colombo
6750	23000000	2	6.0	3	2100.0	Premium-Member	 Malabe	  Colombo
6751	120000000	5	16.0	5	6000.0	Premium-Member	 Talawatugoda	  Colombo
6752	54800000	3	7.31	5	3200.0	Premium-Member	 Boralesgamuwa	  Colombo
6753	14600000	1	4.8	2	1100.0	Member	 Kolonnawa	  Colombo
6754	26500000	3	10.5	4	3150.0	Premium-Member	 Negombo	  Gampaha
6755	23000000	1	34.68	3	1600.0	Premium-Member	 Kottawa	  Colombo
6756	41000000	3	9.65	5	2228.0	Premium-Member	 Nugegoda	  Colombo
6757	14300000	2	18.0	4	1300.0	Premium-Member	 Piliyandala	  Colombo
6758	18500000	3	8.0	3	1600.0	Premium-Member	 Piliyandala	  Colombo
6759	37500000	5	14.5	4	4500.0	Premium-Member	 Kottawa	  Colombo
6760	29500000	3	12.0	4	3000.0	Premium-Member	 Kottawa	  Colombo
6761	33500000	4	16.2	6	3600.0	Premium-Member	 Kottawa	  Colombo
6762	23000000	3	8.0	3	2350.0	Premium-Member	 Piliyandala	  Colombo
6763	30500000	4	8.5	4	3591.0	Premium-Member	 Piliyandala	  Colombo
6764	120000000	4	92.0	4	5000.0	Premium-Member	 Maharagama	  Colombo
6765	45000000	4	10.0	6	3300.0	Premium-Member	 Maharagama	  Colombo
6766	26000000	4	9.5	6	4000.0	Premium-Member	 Maharagama	  Colombo
6767	65000000	5	12.0	6	4000.0	Premium-Member	 Nugegoda	  Colombo
6768	27500000	2	13.0	3	1900.0	Premium-Member	 Maharagama	  Colombo
6769	28500000	4	8.5	4	2551.0	Premium-Member	 Piliyandala	  Colombo
6770	36000000	2	7.0	4	2500.0	Premium-Member	 Maharagama	  Colombo
6771	27000000	3	12.0	4	2750.0	Premium-Member	 Maharagama	  Colombo
6772	35000000	2	10.0	3	2500.0	Premium-Member	 Maharagama	  Colombo
6773	25500000	3	7.5	4	2557.0	Premium-Member	 Piliyandala	  Colombo
6774	35000000	3	8.2	4	2600.0	Premium-Member	 Maharagama	  Colombo
6775	45000000	3	11.0	3	2300.0	Premium-Member	 Maharagama	  Colombo
6776	13800000	2	10.2	3	1800.0	Premium-Member	 Homagama	  Colombo
6777	16000000	2	6.0	3	2000.0	Premium-Member	 Pannipitiya	  Colombo
6778	28000000	3	10.4	5	2700.0	Premium-Member	 Pannipitiya	  Colombo
6779	25500000	3	7.5	4	2550.0	Premium-Member	 Piliyandala	  Colombo
6780	7700000	1	10.0	3	1200.0	Member	 Gampaha City	  Gampaha
6781	23000000	3	8.0	3	1800.0	Premium-Member	 Piliyandala	  Colombo
6782	26000000	3	7.0	4	2400.0	Premium-Member	 Piliyandala	  Colombo
6783	13500000	1	14.0	3	1400.0	Premium-Member	 Piliyandala	  Colombo
6784	23500000	3	7.0	5	3250.0	Premium-Member	 Piliyandala	  Colombo
6785	33000000	3	12.6	4	2500.0	Premium-Member	 Piliyandala	  Colombo
6786	17500000	3	6.5	4	2000.0	Premium-Member	 Piliyandala	  Colombo
6787	14000000	2	8.5	3	1466.0	Premium-Member	 Piliyandala	  Colombo
6788	190000000	8	20.0	8	10000.0	Premium-Member	 Talawatugoda	  Colombo
6789	29500000	3	10.0	4	2550.0	Premium-Member	 Athurugiriya	  Colombo
6790	14000000	2	10.0	3	1499.0	Premium-Member	 Piliyandala	  Colombo
6791	21500000	4	9.0	4	2985.0	Premium-Member	 Kesbewa	  Colombo
6792	24800000	4	6.5	4	2559.0	Premium-Member	 Piliyandala	  Colombo
6793	32500000	3	7.0	4	3000.0	Premium-Member	 Nugegoda	  Colombo
6794	16000000	3	9.5	3	1580.0	Premium-Member	 Piliyandala	  Colombo
6795	28500000	4	7.5	4	2896.0	Premium-Member	 Kesbewa	  Colombo
6796	21500000	3	9.5	3	2491.0	Premium-Member	 Piliyandala	  Colombo
6797	21500000	3	9.5	3	2745.0	Premium-Member	 Kesbewa	  Colombo
6798	14000000	2	10.0	3	1563.0	Premium-Member	 Kesbewa	  Colombo
6799	33500000	4	16.0	5	3452.0	Premium-Member	 Piliyandala	  Colombo
6800	33000000	4	10.0	4	3102.0	Premium-Member	 Piliyandala	  Colombo
6801	28000000	4	10.0	4	2784.0	Premium-Member	 Piliyandala	  Colombo
6802	14000000	3	8.0	3	1542.0	Premium-Member	 Piliyandala	  Colombo
6803	26000000	4	7.5	4	2784.0	Premium-Member	 Piliyandala	  Colombo
6804	21500000	3	9.5	3	2875.0	Premium-Member	 Piliyandala	  Colombo
6805	25500000	4	6.5	4	2588.0	Premium-Member	 Piliyandala	  Colombo
6806	40000000	3	11.0	4	3800.0	Premium-Member	 Talawatugoda	  Colombo
6807	25500000	4	6.0	4	2875.0	Premium-Member	 Piliyandala	  Colombo
6808	14000000	2	8.0	3	1574.0	Premium-Member	 Piliyandala	  Colombo
6809	25500000	4	6.5	4	2593.0	Premium-Member	 Piliyandala	  Colombo
6810	14000000	2	10.0	3	1596.0	Premium-Member	 Piliyandala	  Colombo
6811	25500000	4	7.5	5	3597.0	Premium-Member	 Piliyandala	  Colombo
6812	52000000	3	16.0	4	3200.0	Premium-Member	 Talawatugoda	  Colombo
6813	25500000	4	7.5	4	2556.0	Premium-Member	 Piliyandala	  Colombo
6814	26000000	4	7.0	4	2402.0	Premium-Member	 Piliyandala	  Colombo
6815	25500000	4	7.5	4	2854.0	Premium-Member	 Piliyandala	  Colombo
6816	25500000	4	7.5	4	2896.0	Premium-Member	 Piliyandala	  Colombo
6817	21000000	3	7.0	3	2491.0	Premium-Member	 Piliyandala	  Colombo
6818	52000000	3	16.0	3	3200.0	Premium-Member	 Malabe	  Colombo
6819	100000000	6	9.2	10	5000.0	Premium-Member	 Colombo 6	  Colombo
6820	25500000	4	6.2	4	2516.0	Premium-Member	 Piliyandala	  Colombo
6821	9500000	1	20.0	4	1800.0	Member	 Minuwangoda	  Gampaha
6822	24000000	3	3.3	5	1800.0	Member	 Rajagiriya	  Colombo
6823	50000000	5	7.0	6	3500.0	Premium-Member	 Dehiwala	  Colombo
6824	7900000	1	2.0	2	1088.0	Premium-Member	 Kottawa	  Colombo
6825	11800000	2	11.0	3	862.0	Premium-Member	 Maharagama	  Colombo
6826	14000000	1	6.1	2	1200.0	Premium-Member	 Panadura	  Kalutara
6827	42000000	2	8.0	4	2750.0	Premium-Member	 Moratuwa	  Colombo
6828	44000000	4	12.5	5	6500.0	Premium-Member	 Talawatugoda	  Colombo
6829	29500000	3	16.5	3	1200.0	Premium-Member	 Malabe	  Colombo
6830	35000000	4	8.0	5	3600.0	Premium-Member	 Malabe	  Colombo
6831	26500000	2	7.0	3	1250.0	Premium-Member	 Malabe	  Colombo
6832	15500000	1	6.8	3	2000.0	Premium-Member	 Malabe	  Colombo
6833	44000000	4	12.5	5	6500.0	Premium-Member	 Talawatugoda	  Colombo
6834	16000000	2	10.5	3	1400.0	Premium-Member	 Malabe	  Colombo
6835	17000000	2	7.5	3	1300.0	Premium-Member	 Malabe	  Colombo
6836	27000000	3	15.0	3	2500.0	Premium-Member	 Maharagama	  Colombo
6837	45000000	3	9.7	5	2700.0	Premium-Member	 Rajagiriya	  Colombo
6838	120000000	8	20.0	6	6700.0	Premium-Member	 Kadawatha	  Gampaha
6839	120000000	8	20.0	6	6700.0	Premium-Member	 Kadawatha	  Gampaha
6840	120000000	8	20.0	6	6700.0	Premium-Member	 Wattala	  Gampaha
6841	18500000	2	10.0	3	1700.0	Premium-Member	 Malabe	  Colombo
6842	120000000	8	20.0	6	6700.0	Premium-Member	 Gampaha City	  Gampaha
6843	18000000	2	7.0	2	1200.0	Premium-Member	 Malabe	  Colombo
6844	45000000	3	11.0	4	3800.0	Premium-Member	 Talawatugoda	  Colombo
6845	27500000	3	6.5	4	2850.0	Premium-Member	 Malabe	  Colombo
6846	79000000	4	16.0	4	3800.0	Premium-Member	 Battaramulla	  Colombo
6847	69000000	3	11.7	5	3800.0	Premium-Member	 Kotte	  Colombo
6848	42500000	3	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
6849	20000000	4	20.0	6	3500.0	Premium-Member	 Piliyandala	  Colombo
6850	58500000	4	15.0	4	3000.0	Premium-Member	 Piliyandala	  Colombo
6851	25500000	3	7.5	4	2550.0	Premium-Member	 Piliyandala	  Colombo
6852	5500000	1	6.0	2	800.0	Premium-Member	 Nugegoda	  Colombo
6853	22000000	3	22.0	6	3000.0	Premium-Member	 Kandana	  Gampaha
6854	13000000	2	10.0	3	1500.0	Premium-Member	 Negombo	  Gampaha
6855	26500000	3	10.0	3	2800.0	Premium-Member	 Piliyandala	  Colombo
6856	18500000	3	5.5	4	1950.0	Premium-Member	 Boralesgamuwa	  Colombo
6857	12500000	3	6.0	3	1200.0	Premium-Member	 Piliyandala	  Colombo
6858	120000000	4	15.0	5	4000.0	Premium-Member	 Colombo 8	  Colombo
